time,gFx,gFy,gFz,TgF
15:28:22:1230,-0.3378,0.4542,0.6808,0.885
15:28:22:1250,-0.3354,0.4559,0.6683,0.876
15:28:22:1280,-0.3337,0.4571,0.6551,0.866
15:28:22:1300,-0.3327,0.4583,0.6429,0.857
15:28:22:1310,-0.3302,0.4595,0.6309,0.847
15:28:22:1330,-0.3268,0.4605,0.6187,0.838
15:28:22:1350,-0.3229,0.4622,0.6064,0.828
15:28:22:1390,-0.3185,0.4647,0.5937,0.818
15:28:22:1409,-0.3141,0.4666,0.5810,0.809
15:28:22:1409,-0.3102,0.4683,0.5695,0.800
15:28:22:1429,-0.3073,0.4701,0.5593,0.793
15:28:22:1450,-0.3041,0.4723,0.5500,0.786
15:28:22:1470,-0.2992,0.4747,0.5414,0.780
15:28:22:1500,-0.2938,0.4764,0.5336,0.773
15:28:22:1520,-0.2887,0.4779,0.5255,0.767
15:28:22:1560,-0.2845,0.4793,0.5182,0.761
15:28:22:1560,-0.2804,0.4801,0.5111,0.755
15:28:22:1580,-0.2767,0.4806,0.5043,0.750
15:28:22:1590,-0.2733,0.4813,0.4972,0.744
15:28:22:1620,-0.2696,0.4828,0.4908,0.739
15:28:22:1630,-0.2662,0.4842,0.4857,0.736
15:28:22:1650,-0.2633,0.4859,0.4813,0.733
15:28:22:1670,-0.2606,0.4879,0.4776,0.731
15:28:22:1719,-0.2571,0.4899,0.4754,0.729
15:28:22:1729,-0.2527,0.4911,0.4742,0.728
15:28:22:1760,-0.2481,0.4925,0.4732,0.727
15:28:22:1760,-0.2442,0.4947,0.4730,0.727
15:28:22:1780,-0.2403,0.4960,0.4730,0.726
15:28:22:1810,-0.2356,0.4965,0.4735,0.725
15:28:22:1820,-0.2307,0.4965,0.4737,0.724
15:28:22:1830,-0.2266,0.4965,0.4737,0.723
15:28:22:1850,-0.2222,0.4962,0.4740,0.721
15:28:22:1880,-0.2183,0.4965,0.4747,0.721
15:28:22:1910,-0.2153,0.4967,0.4747,0.720
15:28:22:1920,-0.2124,0.4969,0.4745,0.719
15:28:22:1940,-0.2092,0.4965,0.4740,0.718
15:28:22:1950,-0.2058,0.4960,0.4745,0.717
15:28:22:1980,-0.2029,0.4967,0.4759,0.717
15:28:22:1990,-0.2002,0.4977,0.4759,0.717
15:28:22:2020,-0.1973,0.4989,0.4749,0.717
15:28:22:2050,-0.1948,0.5001,0.4740,0.716
15:28:22:2080,-0.1936,0.5016,0.4723,0.716
15:28:22:2090,-0.1911,0.5035,0.4696,0.715
15:28:22:2100,-0.1877,0.5055,0.4666,0.713
15:28:22:2110,-0.1853,0.5070,0.4649,0.712
15:28:22:2450,-0.1833,0.5079,0.4642,0.712
15:28:22:2450,-0.1814,0.5082,0.4625,0.711
15:28:22:2460,-0.1784,0.5075,0.4610,0.708
15:28:22:2460,-0.1755,0.5072,0.4598,0.707
15:28:22:2460,-0.1731,0.5077,0.4591,0.706
15:28:22:2460,-0.1711,0.5092,0.4578,0.706
15:28:22:2460,-0.1694,0.5101,0.4564,0.705
15:28:22:2470,-0.1689,0.5116,0.4556,0.706
15:28:22:2470,-0.1687,0.5128,0.4554,0.706
15:28:22:2470,-0.1684,0.5141,0.4556,0.707
15:28:22:2470,-0.1679,0.5153,0.4564,0.709
15:28:22:2480,-0.1677,0.5165,0.4588,0.711
15:28:22:2480,-0.1674,0.5175,0.4630,0.714
15:28:22:2480,-0.1670,0.5177,0.4681,0.718
15:28:22:2480,-0.1657,0.5177,0.4740,0.721
15:28:22:2480,-0.1638,0.5172,0.4803,0.725
15:28:22:2490,-0.1611,0.5170,0.4869,0.728
15:28:22:2490,-0.1586,0.5158,0.4930,0.731
15:28:22:2490,-0.1564,0.5145,0.4982,0.733
15:28:22:2510,-0.1540,0.5145,0.5040,0.737
15:28:22:2550,-0.1520,0.5153,0.5101,0.741
15:28:22:2550,-0.1511,0.5163,0.5163,0.746
15:28:22:2590,-0.1508,0.5163,0.5219,0.749
15:28:22:2590,-0.1496,0.5160,0.5270,0.753
15:28:22:2620,-0.1484,0.5163,0.5321,0.756
15:28:22:2630,-0.1479,0.5165,0.5373,0.760
15:28:22:2660,-0.1479,0.5175,0.5429,0.764
15:28:22:2670,-0.1472,0.5182,0.5483,0.769
15:28:22:2760,-0.1467,0.5185,0.5522,0.771
15:28:22:2770,-0.1467,0.5187,0.5561,0.774
15:28:22:2780,-0.1476,0.5197,0.5602,0.778
15:28:22:2780,-0.1481,0.5219,0.5637,0.782
15:28:22:2780,-0.1489,0.5236,0.5666,0.786
15:28:22:2800,-0.1501,0.5248,0.5695,0.789
15:28:22:2819,-0.1508,0.5263,0.5722,0.792
15:28:22:2829,-0.1523,0.5280,0.5752,0.795
15:28:22:2859,-0.1542,0.5297,0.5778,0.799
15:28:22:2880,-0.1564,0.5312,0.5808,0.802
15:28:22:2910,-0.1577,0.5326,0.5835,0.806
15:28:22:2910,-0.1584,0.5338,0.5844,0.807
15:28:22:2940,-0.1596,0.5353,0.5852,0.809
15:28:22:2950,-0.1616,0.5375,0.5864,0.812
15:28:22:2990,-0.1650,0.5402,0.5874,0.815
15:28:22:2990,-0.1692,0.5429,0.5881,0.818
15:28:22:3020,-0.1738,0.5456,0.5888,0.821
15:28:22:3060,-0.1779,0.5480,0.5898,0.825
15:28:22:3070,-0.1804,0.5505,0.5908,0.827
15:28:22:3090,-0.1828,0.5527,0.5908,0.829
15:28:22:3100,-0.1850,0.5551,0.5906,0.831
15:28:22:3120,-0.1865,0.5571,0.5908,0.833
15:28:22:3140,-0.1882,0.5583,0.5913,0.835
15:28:22:3160,-0.1902,0.5598,0.5908,0.836
15:28:22:3180,-0.1926,0.5612,0.5901,0.837
15:28:22:3200,-0.1941,0.5629,0.5896,0.838
15:28:22:3220,-0.1953,0.5649,0.5898,0.840
15:28:22:3230,-0.1970,0.5664,0.5901,0.841
15:28:22:3270,-0.1987,0.5683,0.5901,0.843
15:28:22:3270,-0.1995,0.5705,0.5893,0.844
15:28:22:3300,-0.1992,0.5730,0.5888,0.845
15:28:22:3310,-0.1982,0.5747,0.5896,0.847
15:28:22:3340,-0.1965,0.5761,0.5898,0.848
15:28:22:3350,-0.1953,0.5788,0.5896,0.849
15:28:22:3390,-0.1941,0.5820,0.5881,0.850
15:28:22:3400,-0.1936,0.5844,0.5866,0.850
15:28:22:3410,-0.1931,0.5869,0.5862,0.852
15:28:22:3439,-0.1933,0.5898,0.5864,0.854
15:28:22:3459,-0.1946,0.5935,0.5864,0.857
15:28:22:3770,-0.1960,0.5964,0.5862,0.859
15:28:22:3770,-0.1970,0.5996,0.5857,0.861
15:28:22:3770,-0.1975,0.6030,0.5862,0.864
15:28:22:3780,-0.1975,0.6072,0.5869,0.867
15:28:22:3780,-0.1970,0.6111,0.5874,0.870
15:28:22:3780,-0.1960,0.6143,0.5869,0.872
15:28:22:3780,-0.1948,0.6172,0.5857,0.873
15:28:22:3790,-0.1943,0.6209,0.5840,0.874
15:28:22:3790,-0.1948,0.6248,0.5822,0.876
15:28:22:3790,-0.1953,0.6284,0.5805,0.878
15:28:22:3790,-0.1951,0.6321,0.5786,0.879
15:28:22:3790,-0.1938,0.6353,0.5769,0.880
15:28:22:3800,-0.1929,0.6377,0.5744,0.880
15:28:22:3800,-0.1916,0.6397,0.5712,0.879
15:28:22:3800,-0.1892,0.6421,0.5686,0.878
15:28:22:3800,-0.1867,0.6453,0.5666,0.879
15:28:22:3800,-0.1845,0.6487,0.5637,0.879
15:28:22:3830,-0.1823,0.6512,0.5598,0.878
15:28:22:3830,-0.1814,0.6531,0.5554,0.876
15:28:22:3860,-0.1816,0.6551,0.5510,0.875
15:28:22:3920,-0.1828,0.6575,0.5466,0.874
15:28:22:3920,-0.1845,0.6585,0.5434,0.873
15:28:22:3920,-0.1867,0.6590,0.5409,0.873
15:28:22:3930,-0.1885,0.6600,0.5395,0.873
15:28:22:3950,-0.1889,0.6612,0.5390,0.874
15:28:22:3980,-0.1887,0.6629,0.5395,0.875
15:28:22:4000,-0.1894,0.6644,0.5412,0.878
15:28:22:4030,-0.1921,0.6654,0.5444,0.881
15:28:22:4040,-0.1958,0.6658,0.5485,0.885
15:28:22:4069,-0.2002,0.6649,0.5539,0.888
15:28:22:4089,-0.2048,0.6634,0.5605,0.892
15:28:22:4110,-0.2095,0.6614,0.5668,0.896
15:28:22:4120,-0.2139,0.6590,0.5739,0.900
15:28:22:4140,-0.2178,0.6566,0.5830,0.905
15:28:22:4150,-0.2224,0.6544,0.5923,0.910
15:28:22:4190,-0.2276,0.6524,0.6008,0.916
15:28:22:4230,-0.2327,0.6507,0.6086,0.921
15:28:22:4260,-0.2371,0.6490,0.6150,0.925
15:28:22:4270,-0.2422,0.6475,0.6204,0.929
15:28:22:4270,-0.2474,0.6463,0.6255,0.933
15:28:22:4280,-0.2518,0.6438,0.6321,0.937
15:28:22:4300,-0.2554,0.6402,0.6404,0.941
15:28:22:4320,-0.2579,0.6363,0.6495,0.945
15:28:22:4350,-0.2596,0.6321,0.6588,0.949
15:28:22:4380,-0.2601,0.6277,0.6683,0.953
15:28:22:4440,-0.2596,0.6233,0.6790,0.958
15:28:22:4440,-0.2574,0.6192,0.6905,0.963
15:28:22:4450,-0.2535,0.6150,0.7032,0.968
15:28:22:4450,-0.2491,0.6111,0.7172,0.975
15:28:22:4450,-0.2449,0.6077,0.7318,0.982
15:28:22:4480,-0.2405,0.6052,0.7475,0.991
15:28:22:4510,-0.2359,0.6038,0.7639,1.002
15:28:22:4510,-0.2322,0.6033,0.7812,1.014
15:28:22:4590,-0.2298,0.6035,0.7993,1.028
15:28:22:4600,-0.2290,0.6045,0.8181,1.043
15:28:22:4610,-0.2290,0.6067,0.8367,1.059
15:28:22:4610,-0.2303,0.6094,0.8546,1.075
15:28:22:4620,-0.2329,0.6123,0.8719,1.091
15:28:22:4640,-0.2354,0.6152,0.8890,1.106
15:28:22:4670,-0.2386,0.6192,0.9056,1.123
15:28:22:4690,-0.2430,0.6253,0.9220,1.140
15:28:22:4720,-0.2479,0.6333,0.9379,1.159
15:28:22:4730,-0.2525,0.6426,0.9540,1.178
15:28:22:4750,-0.2579,0.6522,0.9694,1.197
15:28:22:4760,-0.2637,0.6610,0.9843,1.215
15:28:22:4790,-0.2701,0.6700,0.9978,1.232
15:28:22:4790,-0.2772,0.6793,1.0090,1.248
15:28:22:5020,-0.2835,0.6883,1.0178,1.261
15:28:22:5020,-0.2887,0.6966,1.0254,1.273
15:28:22:5030,-0.2926,0.7045,1.0318,1.283
15:28:22:5030,-0.2958,0.7113,1.0357,1.291
15:28:22:5030,-0.2970,0.7172,1.0369,1.295
15:28:22:5030,-0.2970,0.7226,1.0367,1.298
15:28:22:5030,-0.2950,0.7267,1.0347,1.298
15:28:22:5040,-0.2906,0.7301,1.0301,1.296
15:28:22:5040,-0.2850,0.7336,1.0222,1.290
15:28:22:5040,-0.2794,0.7365,1.0112,1.282
15:28:22:5050,-0.2728,0.7384,0.9961,1.270
15:28:22:5050,-0.2659,0.7389,0.9773,1.254
15:28:22:5060,-0.2601,0.7377,0.9562,1.235
15:28:22:5080,-0.2554,0.7348,0.9355,1.217
15:28:22:5100,-0.2515,0.7306,0.9159,1.198
15:28:22:5120,-0.2471,0.7252,0.8978,1.180
15:28:22:5140,-0.2420,0.7196,0.8812,1.163
15:28:22:5160,-0.2373,0.7135,0.8673,1.148
15:28:22:5180,-0.2327,0.7057,0.8570,1.134
15:28:22:5220,-0.2278,0.6969,0.8499,1.122
15:28:22:5220,-0.2232,0.6876,0.8470,1.114
15:28:22:5230,-0.2180,0.6781,0.8484,1.108
15:28:22:5250,-0.2136,0.6671,0.8536,1.104
15:28:22:5270,-0.2114,0.6541,0.8609,1.102
15:28:22:5300,-0.2109,0.6404,0.8714,1.102
15:28:22:5310,-0.2129,0.6258,0.8858,1.105
15:28:22:5340,-0.2163,0.6104,0.9044,1.112
15:28:22:5350,-0.2195,0.5935,0.9267,1.122
15:28:22:5390,-0.2212,0.5756,0.9516,1.134
15:28:22:5400,-0.2227,0.5576,0.9785,1.148
15:28:22:5410,-0.2254,0.5385,1.0073,1.164
15:28:22:5430,-0.2303,0.5197,1.0369,1.182
15:28:22:5450,-0.2359,0.5006,1.0655,1.201
15:28:22:5470,-0.2405,0.4811,1.0943,1.219
15:28:22:5500,-0.2432,0.4627,1.1259,1.241
15:28:22:5510,-0.2439,0.4451,1.1589,1.265
15:28:22:5560,-0.2444,0.4270,1.1904,1.288
15:28:22:5590,-0.2427,0.4080,1.2207,1.310
15:28:22:5600,-0.2386,0.3889,1.2508,1.331
15:28:22:5600,-0.2337,0.3713,1.2804,1.353
15:28:22:5610,-0.2281,0.3561,1.3072,1.374
15:28:22:5629,-0.2219,0.3422,1.3300,1.391
15:28:22:5649,-0.2158,0.3293,1.3495,1.406
15:28:22:5669,-0.2085,0.3178,1.3662,1.418
15:28:22:5709,-0.1990,0.3082,1.3786,1.427
15:28:22:5719,-0.1877,0.3004,1.3874,1.432
15:28:22:5740,-0.1757,0.2948,1.3940,1.436
15:28:22:5750,-0.1621,0.2904,1.3979,1.437
15:28:22:5780,-0.1474,0.2860,1.3979,1.434
15:28:22:5790,-0.1344,0.2809,1.3933,1.428
15:28:22:5810,-0.1244,0.2760,1.3840,1.417
15:28:22:5830,-0.1176,0.2721,1.3698,1.402
15:28:22:5850,-0.1134,0.2691,1.3508,1.382
15:28:22:5880,-0.1107,0.2664,1.3270,1.358
15:28:22:5900,-0.1078,0.2633,1.2987,1.329
15:28:22:5910,-0.1036,0.2611,1.2676,1.298
15:28:22:5940,-0.0985,0.2586,1.2359,1.266
15:28:22:5950,-0.0919,0.2567,1.2043,1.235
15:28:22:5980,-0.0841,0.2559,1.1735,1.204
15:28:22:5990,-0.0763,0.2559,1.1440,1.175
15:28:22:6010,-0.0687,0.2562,1.1146,1.146
15:28:22:6060,-0.0616,0.2562,1.0858,1.117
15:28:22:6070,-0.0540,0.2559,1.0582,1.090
15:28:22:6080,-0.0457,0.2554,1.0327,1.065
15:28:22:6100,-0.0374,0.2545,1.0100,1.042
15:28:22:6120,-0.0303,0.2530,0.9890,1.021
15:28:22:6480,-0.0249,0.2508,0.9694,1.002
15:28:22:6480,-0.0220,0.2481,0.9526,0.985
15:28:22:6490,-0.0215,0.2452,0.9372,0.969
15:28:22:6490,-0.0213,0.2425,0.9227,0.954
15:28:22:6490,-0.0198,0.2398,0.9108,0.942
15:28:22:6490,-0.0178,0.2366,0.9017,0.932
15:28:22:6500,-0.0178,0.2334,0.8941,0.924
15:28:22:6500,-0.0188,0.2288,0.8858,0.915
15:28:22:6500,-0.0198,0.2219,0.8773,0.905
15:28:22:6500,-0.0198,0.2131,0.8704,0.896
15:28:22:6510,-0.0176,0.2029,0.8665,0.890
15:28:22:6510,-0.0130,0.1921,0.8677,0.889
15:28:22:6510,-0.0071,0.1819,0.8736,0.892
15:28:22:6510,-0.0002,0.1716,0.8831,0.900
15:28:22:6520,0.0093,0.1655,0.8951,0.910
15:28:22:6520,0.0220,0.1635,0.9113,0.926
15:28:22:6520,0.0342,0.1623,0.9347,0.949
15:28:22:6530,0.0391,0.1572,0.9599,0.973
15:28:22:6530,0.0362,0.1452,0.9758,0.987
15:28:22:6530,0.0296,0.1298,0.9868,0.996
15:28:22:6540,0.0240,0.1168,0.9975,1.005
15:28:22:6600,0.0132,0.1061,1.0066,1.012
15:28:22:6610,-0.0007,0.0961,1.0139,1.018
15:28:22:6610,-0.0164,0.0892,1.0198,1.024
15:28:22:6630,-0.0342,0.0873,1.0266,1.031
15:28:22:6630,-0.0499,0.0895,1.0318,1.037
15:28:22:6660,-0.0658,0.0939,1.0371,1.043
15:28:22:6670,-0.0819,0.0983,1.0450,1.053
15:28:22:6730,-0.0956,0.1029,1.0543,1.064
15:28:22:6730,-0.1071,0.1078,1.0633,1.074
15:28:22:6740,-0.1186,0.1127,1.0689,1.081
15:28:22:6760,-0.1325,0.1176,1.0733,1.088
15:28:22:6780,-0.1498,0.1227,1.0770,1.094
15:28:22:6790,-0.1687,0.1281,1.0792,1.100
15:28:22:6820,-0.1877,0.1320,1.0846,1.109
15:28:22:6840,-0.2065,0.1347,1.0929,1.120
15:28:22:6850,-0.2254,0.1371,1.0995,1.131
15:28:22:6929,-0.2461,0.1401,1.1044,1.140
15:28:22:6939,-0.2662,0.1432,1.1132,1.153
15:28:22:6939,-0.2840,0.1486,1.1195,1.165
15:28:22:6949,-0.2989,0.1557,1.1207,1.170
15:28:22:6949,-0.3126,0.1621,1.1207,1.175
15:28:22:6979,-0.3273,0.1665,1.1273,1.186
15:28:22:7010,-0.3410,0.1692,1.1366,1.199
15:28:22:7010,-0.3537,0.1721,1.1452,1.211
15:28:22:7030,-0.3664,0.1755,1.1535,1.223
15:28:22:7060,-0.3781,0.1792,1.1603,1.233
15:28:22:7100,-0.3869,0.1828,1.1638,1.240
15:28:22:7110,-0.3913,0.1858,1.1640,1.242
15:28:22:7120,-0.3940,0.1877,1.1621,1.241
15:28:22:7140,-0.3931,0.1885,1.1555,1.235
15:28:22:7150,-0.3899,0.1867,1.1479,1.227
15:28:22:7180,-0.3889,0.1836,1.1413,1.220
15:28:22:7200,-0.3913,0.1809,1.1347,1.214
15:28:22:7230,-0.3972,0.1794,1.1313,1.212
15:28:22:7230,-0.4016,0.1784,1.1286,1.211
15:28:22:7260,-0.3994,0.1779,1.1222,1.204
15:28:22:7270,-0.3931,0.1777,1.1149,1.195
15:28:22:7300,-0.3874,0.1775,1.1100,1.189
15:28:22:7310,-0.3857,0.1784,1.1088,1.187
15:28:22:7340,-0.3860,0.1816,1.1129,1.192
15:28:22:7350,-0.3843,0.1870,1.1181,1.197
15:28:22:7390,-0.3796,0.1926,1.1156,1.194
15:28:22:7400,-0.3681,0.1975,1.1041,1.181
15:28:22:7420,-0.3508,0.2004,1.0860,1.159
15:28:22:7430,-0.3390,0.2021,1.0677,1.138
15:28:22:7450,-0.3376,0.2021,1.0535,1.125
15:28:22:7810,-0.3427,0.2012,1.0423,1.115
15:28:22:7810,-0.3503,0.1997,1.0335,1.109
15:28:22:7810,-0.3576,0.1985,1.0288,1.107
15:28:22:7820,-0.3623,0.1997,1.0247,1.105
15:28:22:7820,-0.3674,0.2031,1.0161,1.099
15:28:22:7820,-0.3772,0.2083,1.0139,1.102
15:28:22:7820,-0.3830,0.2144,1.0095,1.101
15:28:22:7830,-0.3789,0.2212,0.9944,1.087
15:28:22:7830,-0.3718,0.2293,0.9741,1.068
15:28:22:7830,-0.3713,0.2381,0.9565,1.053
15:28:22:7840,-0.3747,0.2461,0.9447,1.046
15:28:22:7840,-0.3762,0.2542,0.9362,1.040
15:28:22:7840,-0.3745,0.2625,0.9286,1.035
15:28:22:7840,-0.3733,0.2723,0.9240,1.033
15:28:22:7850,-0.3742,0.2843,0.9240,1.037
15:28:22:7850,-0.3755,0.2960,0.9213,1.038
15:28:22:7850,-0.3789,0.3077,0.9157,1.038
15:28:22:7850,-0.3764,0.3241,0.9078,1.035
15:28:22:7860,-0.3610,0.3498,0.8919,1.024
15:28:22:7860,-0.3439,0.3769,0.8704,1.009
15:28:22:7900,-0.3349,0.3979,0.8511,0.997
15:28:22:7950,-0.3363,0.4138,0.8377,0.993
15:28:22:7960,-0.3471,0.4283,0.8255,0.993
15:28:22:7960,-0.3615,0.4471,0.8091,0.993
15:28:22:7970,-0.3882,0.4967,0.7942,1.014
15:28:22:8040,-0.4253,0.5769,0.7908,1.067
15:28:22:8040,-0.4532,0.6397,0.7969,1.118
15:28:22:8040,-0.4649,0.6641,0.8008,1.140
15:28:22:8050,-0.4639,0.6710,0.7944,1.139
15:28:22:8050,-0.4385,0.6988,0.7807,1.136
15:28:22:8120,-0.3984,0.7468,0.7673,1.142
15:28:22:8129,-0.3825,0.7688,0.7600,1.147
15:28:22:8129,-0.3975,0.7531,0.7592,1.141
15:28:22:8139,-0.4231,0.7199,0.7595,1.129
15:28:22:8149,-0.4407,0.6847,0.7543,1.110
15:28:22:8179,-0.4471,0.6504,0.7409,1.083
15:28:22:8210,-0.4488,0.6162,0.7182,1.047
15:28:22:8230,-0.4532,0.5835,0.6930,1.013
15:28:22:8240,-0.4613,0.5541,0.6729,0.986
15:28:22:8250,-0.4696,0.5304,0.6602,0.968
15:28:22:8270,-0.4830,0.5172,0.6526,0.963
15:28:22:8290,-0.5231,0.5448,0.6500,0.996
15:28:22:8310,-0.5879,0.6182,0.6570,1.077
15:28:22:8330,-0.6302,0.6661,0.6688,1.135
15:28:22:8350,-0.6424,0.6773,0.6764,1.153
15:28:22:8380,-0.6632,0.7076,0.6852,1.187
15:28:22:8400,-0.6834,0.7460,0.7028,1.232
15:28:22:8420,-0.6790,0.7492,0.7235,1.243
15:28:22:8430,-0.6539,0.7216,0.7397,1.223
15:28:22:8460,-0.6206,0.6874,0.7487,1.191
15:28:22:8490,-0.5876,0.6580,0.7546,1.161
15:28:22:8490,-0.5549,0.6319,0.7575,1.132
15:28:22:8510,-0.5233,0.6052,0.7526,1.098
15:28:22:8560,-0.4940,0.5776,0.7436,1.063
15:28:22:8560,-0.4681,0.5480,0.7406,1.033
15:28:22:8600,-0.4459,0.5172,0.7453,1.011
15:28:22:8610,-0.4241,0.4872,0.7521,0.991
15:28:22:8620,-0.4033,0.4588,0.7560,0.972
15:28:22:8630,-0.3874,0.4336,0.7553,0.953
15:28:22:8650,-0.3779,0.4116,0.7541,0.939
15:28:22:8670,-0.3730,0.3928,0.7595,0.933
15:28:22:8710,-0.3689,0.3767,0.7658,0.930
15:28:22:8720,-0.3623,0.3620,0.7683,0.923
15:28:22:8740,-0.3522,0.3481,0.7666,0.913
15:28:22:8750,-0.3422,0.3354,0.7590,0.898
15:28:22:8780,-0.3339,0.3268,0.7431,0.878
15:28:22:8790,-0.3283,0.3222,0.7284,0.861
15:28:22:9070,-0.3231,0.3178,0.7206,0.851
15:28:22:9080,-0.3187,0.3104,0.7123,0.840
15:28:22:9080,-0.3134,0.2989,0.7015,0.824
15:28:22:9080,-0.3087,0.2848,0.6876,0.806
15:28:22:9090,-0.3060,0.2706,0.6666,0.782
15:28:22:9090,-0.3021,0.2564,0.6448,0.757
15:28:22:9100,-0.2987,0.2405,0.6304,0.738
15:28:22:9100,-0.2967,0.2246,0.6265,0.729
15:28:22:9100,-0.2948,0.2117,0.6240,0.722
15:28:22:9100,-0.2923,0.2012,0.6167,0.712
15:28:22:9100,-0.2914,0.1926,0.6035,0.697
15:28:22:9110,-0.2938,0.1853,0.5866,0.682
15:28:22:9110,-0.2989,0.1797,0.5683,0.667
15:28:22:9110,-0.3070,0.1755,0.5500,0.654
15:28:22:9110,-0.3168,0.1723,0.5316,0.642
15:28:22:9110,-0.3300,0.1699,0.5158,0.635
15:28:22:9130,-0.3466,0.1687,0.5006,0.632
15:28:22:9160,-0.3664,0.1687,0.4823,0.629
15:28:22:9180,-0.3899,0.1718,0.4593,0.626
15:28:22:9200,-0.4148,0.1789,0.4317,0.625
15:28:22:9210,-0.4395,0.1911,0.4009,0.625
15:28:22:9230,-0.4632,0.2063,0.3701,0.628
15:28:22:9260,-0.4857,0.2232,0.3383,0.633
15:28:22:9270,-0.5070,0.2393,0.3082,0.640
15:28:22:9310,-0.5268,0.2549,0.2818,0.650
15:28:22:9310,-0.5448,0.2721,0.2542,0.660
15:28:22:9340,-0.5610,0.2901,0.2268,0.671
15:28:22:9360,-0.5759,0.3080,0.2007,0.683
15:28:22:9380,-0.5888,0.3268,0.1740,0.696
15:28:22:9390,-0.5989,0.3459,0.1474,0.707
15:28:22:9420,-0.6077,0.3632,0.1208,0.718
15:28:22:9440,-0.6192,0.3796,0.0919,0.732
15:28:22:9460,-0.6328,0.3967,0.0601,0.749
15:28:22:9470,-0.6456,0.4143,0.0266,0.768
15:28:22:9500,-0.6541,0.4283,-0.0049,0.782
15:28:22:9510,-0.6588,0.4380,-0.0342,0.792
15:28:22:9560,-0.6605,0.4434,-0.0638,0.798
15:28:22:9570,-0.6632,0.4456,-0.0939,0.804
15:28:22:9570,-0.6663,0.4415,-0.1234,0.809
15:28:22:9590,-0.6678,0.4273,-0.1511,0.807
15:28:22:9620,-0.6680,0.3953,-0.1779,0.796
15:28:22:9630,-0.6676,0.3464,-0.2095,0.781
15:28:22:9660,-0.6658,0.3317,-0.2359,0.780
15:28:22:9670,-0.6583,0.3997,-0.2347,0.805
15:28:22:9770,-0.6336,0.5321,-0.2034,0.852
15:28:22:9780,-0.5869,0.6746,-0.1633,0.909
15:28:22:9790,-0.5277,0.7912,-0.1308,0.960
15:28:22:9800,-0.4691,0.8770,-0.1051,1.000
15:28:22:9800,-0.4177,0.9377,-0.0755,1.029
15:28:22:9800,-0.3740,0.9721,-0.0337,1.042
15:28:22:9830,-0.3376,0.9777,0.0196,1.035
15:28:22:9840,-0.3095,0.9597,0.0821,1.012
15:28:22:9890,-0.2960,0.9289,0.1481,0.986
15:28:22:9890,-0.3002,0.8961,0.2105,0.968
15:28:22:9890,-0.3197,0.8673,0.2640,0.961
15:28:22:9950,-0.3508,0.8438,0.3092,0.965
15:28:22:9960,-0.3882,0.8260,0.3491,0.977
15:28:22:9960,-0.4265,0.8125,0.3852,0.995
15:28:22:9980,-0.4637,0.8030,0.4197,1.018
15:28:22:9990,-0.4987,0.7988,0.4544,1.046
15:28:23:0020,-0.5304,0.7996,0.4881,1.077
15:28:23:0030,-0.5573,0.8025,0.5206,1.107
15:28:23:0070,-0.5805,0.8071,0.5527,1.138
15:28:23:0080,-0.5998,0.8132,0.5864,1.168
15:28:23:0100,-0.6143,0.8206,0.6248,1.200
15:28:23:0110,-0.6258,0.8272,0.6698,1.235
15:28:23:0410,-0.6360,0.8318,0.7204,1.271
15:28:23:0410,-0.6446,0.8345,0.7766,1.310
15:28:23:0420,-0.6504,0.8365,0.8355,1.349
15:28:23:0420,-0.6546,0.8360,0.8941,1.388
15:28:23:0429,-0.6575,0.8323,0.9533,1.426
15:28:23:0429,-0.6573,0.8274,1.0159,1.466
15:28:23:0429,-0.6553,0.8218,1.0782,1.506
15:28:23:0440,-0.6539,0.8128,1.1332,1.540
15:28:23:0440,-0.6568,0.7976,1.1770,1.566
15:28:23:0440,-0.6612,0.7812,1.2190,1.592
15:28:23:0440,-0.6607,0.7700,1.2723,1.627
15:28:23:0450,-0.6541,0.7609,1.3251,1.662
15:28:23:0450,-0.6468,0.7492,1.3657,1.687
15:28:23:0450,-0.6424,0.7340,1.3974,1.704
15:28:23:0460,-0.6429,0.7174,1.4260,1.721
15:28:23:0460,-0.6480,0.7015,1.4539,1.740
15:28:23:0460,-0.6573,0.6881,1.4806,1.760
15:28:23:0490,-0.6700,0.6764,1.5040,1.780
15:28:23:0500,-0.6839,0.6663,1.5250,1.799
15:28:23:0520,-0.6979,0.6588,1.5446,1.818
15:28:23:0530,-0.7125,0.6536,1.5637,1.838
15:28:23:0560,-0.7252,0.6509,1.5810,1.857
15:28:23:0580,-0.7328,0.6487,1.5930,1.870
15:28:23:0590,-0.7331,0.6431,1.5979,1.872
15:28:23:0610,-0.7267,0.6341,1.5967,1.865
15:28:23:0630,-0.7152,0.6221,1.5935,1.854
15:28:23:0660,-0.7006,0.6079,1.5910,1.842
15:28:23:0670,-0.6832,0.5923,1.5891,1.828
15:28:23:0700,-0.6651,0.5771,1.5861,1.814
15:28:23:0709,-0.6468,0.5622,1.5832,1.800
15:28:23:0750,-0.6292,0.5488,1.5798,1.787
15:28:23:0840,-0.6128,0.5360,1.5742,1.772
15:28:23:0850,-0.5981,0.5248,1.5644,1.755
15:28:23:0869,-0.5842,0.5150,1.5490,1.734
15:28:23:0880,-0.5703,0.5062,1.5292,1.709
15:28:23:0890,-0.5576,0.4984,1.5040,1.680
