time,ax,ay,az,wx,wy,wz,Unnamed: 10
10:34:50:264,0.0796,0.0221,0.1168,-0.0311,0.0106,0.0387,
10:34:50:307,0.0796,0.0221,0.1168,0.0393,0.0611,0.0721,
10:34:50:310,-0.0799,-0.044,-0.0845,0.0393,0.0611,0.0721,
10:34:50:344,-0.0799,-0.044,-0.0845,0.0633,0.0432,0.0493,
10:34:50:347,-0.0489,-0.0319,-0.1098,0.0633,0.0432,0.0493,
10:34:50:349,-0.0489,-0.0319,-0.1098,0.0633,0.0432,0.0493,
10:34:50:350,-0.0489,-0.0319,-0.1098,0.0633,0.0432,0.0493,
10:34:50:351,-0.0489,-0.0319,-0.1098,0.0633,0.0432,0.0493,
10:34:50:353,-0.0489,-0.0319,-0.1098,0.0633,0.0432,0.0493,
10:34:50:385,-0.0489,-0.0319,-0.1098,0.0401,0.0464,0.0265,
10:34:50:388,-0.0076,0.0042,-0.0534,0.0401,0.0464,0.0265,
10:34:50:413,-0.0076,0.0042,-0.0534,0.0401,0.0464,0.0265,
10:34:50:415,-0.0076,0.0042,-0.0534,0.0401,0.0464,0.0265,
10:34:50:417,-0.0076,0.0042,-0.0534,0.0401,0.0464,0.0265,
10:34:50:418,-0.0076,0.0042,-0.0534,0.0401,0.0464,0.0265,
10:34:50:463,-0.0076,0.0042,-0.0534,0.0507,0.0354,0.0037,
10:34:50:466,0.0219,-0.0112,0.0396,0.0507,0.0354,0.0037,
10:34:50:500,0.0219,-0.0112,0.0396,0.0507,0.0354,0.0037,
10:34:50:503,0.0219,-0.0112,0.0396,0.0507,0.0354,0.0037,
10:34:50:505,0.0219,-0.0112,0.0396,0.0507,0.0354,0.0037,
10:34:50:506,0.0219,-0.0112,0.0396,0.0507,0.0354,0.0037,
10:34:50:540,0.0219,-0.0112,0.0396,0.0413,-0.0154,-0.0081,
10:34:50:543,-0.0397,0.0006,0.0372,0.0413,-0.0154,-0.0081,
10:34:50:587,-0.0397,0.0006,0.0372,0.0092,0.0037,0.026,
10:34:50:590,-0.0397,0.0006,0.0372,0.0092,0.0037,0.026,
10:34:50:592,-0.0397,0.0006,0.0372,0.0092,0.0037,0.026,
10:34:50:594,-0.0397,0.0006,0.0372,0.0092,0.0037,0.026,
10:34:50:595,-0.0397,0.0006,0.0372,0.0092,0.0037,0.026,
10:34:50:596,-0.0397,0.0006,0.0372,0.0092,0.0037,0.026,
10:34:50:597,-0.0223,0.0026,0.0282,0.0092,0.0037,0.026,
10:34:50:638,-0.0223,0.0026,0.0282,0.0291,-0.0065,-0.0098,
10:34:50:639,0.0061,0.017,-0.0694,0.0291,-0.0065,-0.0098,
10:34:50:675,0.0061,0.017,-0.0694,0.0291,-0.0065,-0.0098,
10:34:50:678,0.0061,0.017,-0.0694,0.0291,-0.0065,-0.0098,
10:34:50:680,0.0061,0.017,-0.0694,0.0291,-0.0065,-0.0098,
10:34:50:681,0.0061,0.017,-0.0694,0.0291,-0.0065,-0.0098,
10:34:50:718,0.0061,0.017,-0.0694,0.0568,0.0025,-0.0232,
10:34:50:722,0.0779,0.0383,0.0412,0.0568,0.0025,-0.0232,
10:34:50:761,0.0779,0.0383,0.0412,0.043,-0.0073,0.0179,
10:34:50:770,0.0788,0.0376,0.0152,0.043,-0.0073,0.0179,
10:34:50:772,0.0788,0.0376,0.0152,0.043,-0.0073,0.0179,
10:34:50:774,0.0788,0.0376,0.0152,0.043,-0.0073,0.0179,
10:34:50:776,0.0788,0.0376,0.0152,0.043,-0.0073,0.0179,
10:34:50:778,0.0788,0.0376,0.0152,0.043,-0.0073,0.0179,
10:34:50:780,0.0788,0.0376,0.0152,0.043,-0.0073,0.0179,
10:34:50:813,0.0788,0.0376,0.0152,0.0674,-0.0269,-0.0045,
10:34:50:815,-0.0201,-0.0021,-0.0791,0.0674,-0.0269,-0.0045,
10:34:50:849,-0.0201,-0.0021,-0.0791,0.0674,-0.0269,-0.0045,
10:34:50:852,-0.0201,-0.0021,-0.0791,0.0674,-0.0269,-0.0045,
10:34:50:854,-0.0201,-0.0021,-0.0791,0.0674,-0.0269,-0.0045,
10:34:50:856,-0.0201,-0.0021,-0.0791,0.0674,-0.0269,-0.0045,
10:34:50:889,-0.0201,-0.0021,-0.0791,0.0401,0.0155,0.026,
10:34:50:891,-0.1089,-0.0896,-0.1757,0.0401,0.0155,0.026,
10:34:50:935,-0.1089,-0.0896,-0.1757,0.0421,0.0237,0.0106,
10:34:50:937,-0.1025,-0.0849,-0.1981,0.0421,0.0237,0.0106,
10:34:50:938,-0.1025,-0.0849,-0.1981,0.0421,0.0237,0.0106,
10:34:50:939,-0.1025,-0.0849,-0.1981,0.0421,0.0237,0.0106,
10:34:50:940,-0.1025,-0.0849,-0.1981,0.0421,0.0237,0.0106,
10:34:50:941,-0.1025,-0.0849,-0.1981,0.0421,0.0237,0.0106,
10:34:50:941,-0.1025,-0.0849,-0.1981,0.0421,0.0237,0.0106,
10:34:50:987,-0.1025,-0.0849,-0.1981,0.0719,0.0147,0.0024,
10:34:50:989,0.0126,-0.0243,0.0164,0.0719,0.0147,0.0024,
10:34:51:022,0.0126,-0.0243,0.0164,0.0719,0.0147,0.0024,
10:34:51:024,0.0126,-0.0243,0.0164,0.0719,0.0147,0.0024,
10:34:51:025,0.0126,-0.0243,0.0164,0.0719,0.0147,0.0024,
10:34:51:028,0.0126,-0.0243,0.0164,0.0719,0.0147,0.0024,
10:34:51:065,0.0126,-0.0243,0.0164,0.0165,0.0387,0.0721,
10:34:51:068,-0.0105,-0.0182,-0.0944,0.0165,0.0387,0.0721,
10:34:51:110,-0.0105,-0.0182,-0.0944,0.056,-0.0195,-0.0261,
10:34:51:113,-0.0239,-0.0166,-0.1229,0.056,-0.0195,-0.0261,
10:34:51:114,-0.0239,-0.0166,-0.1229,0.056,-0.0195,-0.0261,
10:34:51:116,-0.0239,-0.0166,-0.1229,0.056,-0.0195,-0.0261,
10:34:51:117,-0.0239,-0.0166,-0.1229,0.056,-0.0195,-0.0261,
10:34:51:118,-0.0239,-0.0166,-0.1229,0.056,-0.0195,-0.0261,
10:34:51:120,-0.0239,-0.0166,-0.1229,0.056,-0.0195,-0.0261,
10:34:51:163,-0.0239,-0.0166,-0.1229,0.0556,0.0,-0.0155,
10:34:51:165,0.0337,0.0711,-0.0047,0.0556,0.0,-0.0155,
10:34:51:185,0.0337,0.0711,-0.0047,0.0556,0.0,-0.0155,
10:34:51:189,0.0337,0.0711,-0.0047,0.0556,0.0,-0.0155,
10:34:51:191,0.0337,0.0711,-0.0047,0.0556,0.0,-0.0155,
10:34:51:193,0.0337,0.0711,-0.0047,0.0556,0.0,-0.0155,
10:34:51:240,-0.0447,0.1253,-0.1752,0.0556,0.0,-0.0155,
10:34:51:243,-0.0447,0.1253,-0.1752,0.0145,-0.011,0.0195,
10:34:51:272,-0.0447,0.1253,-0.1752,0.0153,0.1022,0.0835,
10:34:51:274,-0.0447,0.1253,-0.1752,0.0153,0.1022,0.0835,
10:34:51:277,-0.0447,0.1253,-0.1752,0.0153,0.1022,0.0835,
10:34:51:279,-0.0447,0.1253,-0.1752,0.0153,0.1022,0.0835,
10:34:51:281,-0.0447,0.1253,-0.1752,0.0153,0.1022,0.0835,
10:34:51:283,-0.0025,0.1294,-0.1874,0.0153,0.1022,0.0835,
10:34:51:318,-0.0025,0.1294,-0.1874,0.0621,0.2114,0.2109,
10:34:51:321,0.0642,0.0441,0.0661,0.0621,0.2114,0.2109,
10:34:51:358,0.0642,0.0441,0.0661,0.0621,0.2114,0.2109,
10:34:51:361,0.0642,0.0441,0.0661,0.0621,0.2114,0.2109,
10:34:51:363,0.0642,0.0441,0.0661,0.0621,0.2114,0.2109,
10:34:51:364,0.0642,0.0441,0.0661,0.0621,0.2114,0.2109,
10:34:51:365,0.0642,0.0441,0.0661,0.0621,0.2114,0.2109,
10:34:51:416,0.0642,0.0441,0.0661,0.0645,0.0908,0.123,
10:34:51:419,-0.046,-0.0872,0.0589,0.0645,0.0908,0.123,
10:34:51:445,-0.046,-0.0872,0.0589,-0.0197,0.0501,0.0835,
10:34:51:448,-0.0005,-0.0824,0.0665,-0.0197,0.0501,0.0835,
10:34:51:450,-0.0005,-0.0824,0.0665,-0.0197,0.0501,0.0835,
10:34:51:452,-0.0005,-0.0824,0.0665,-0.0197,0.0501,0.0835,
10:34:51:453,-0.0005,-0.0824,0.0665,-0.0197,0.0501,0.0835,
10:34:51:454,-0.0005,-0.0824,0.0665,-0.0197,0.0501,0.0835,
10:34:51:493,0.0287,0.0995,-0.0451,-0.0197,0.0501,0.0835,
10:34:51:495,0.0287,0.0995,-0.0451,0.021,0.0749,0.0452,
10:34:51:522,0.0287,0.0995,-0.0451,0.021,0.0749,0.0452,
10:34:51:525,0.0287,0.0995,-0.0451,0.021,0.0749,0.0452,
10:34:51:528,0.0287,0.0995,-0.0451,0.021,0.0749,0.0452,
10:34:51:530,0.0287,0.0995,-0.0451,0.021,0.0749,0.0452,
10:34:51:571,0.0287,0.0995,-0.0451,-0.0177,0.1311,0.0741,
10:34:51:574,0.0467,0.1139,0.0565,-0.0177,0.1311,0.0741,
10:34:51:601,0.0467,0.1139,0.0565,-0.0177,0.1311,0.0741,
10:34:51:603,0.0467,0.1139,0.0565,-0.0177,0.1311,0.0741,
10:34:51:604,0.0467,0.1139,0.0565,-0.0177,0.1311,0.0741,
10:34:51:605,0.0467,0.1139,0.0565,-0.0177,0.1311,0.0741,
10:34:51:648,0.0467,0.1139,0.0565,0.0153,0.1487,0.0594,
10:34:51:651,0.0374,0.2419,0.0391,0.0153,0.1487,0.0594,
10:34:51:690,0.0374,0.2419,0.0391,0.0442,0.1857,0.0558,
10:34:51:694,0.0542,0.219,0.0048,0.0442,0.1857,0.0558,
10:34:51:696,0.0542,0.219,0.0048,0.0442,0.1857,0.0558,
10:34:51:697,0.0542,0.219,0.0048,0.0442,0.1857,0.0558,
10:34:51:698,0.0542,0.219,0.0048,0.0442,0.1857,0.0558,
10:34:51:700,0.0542,0.219,0.0048,0.0442,0.1857,0.0558,
10:34:51:701,0.0542,0.219,0.0048,0.0442,0.1857,0.0558,
10:34:51:746,0.0542,0.219,0.0048,0.0348,0.1739,0.0827,
10:34:51:750,0.0133,-0.3129,0.0183,0.0348,0.1739,0.0827,
10:34:51:776,0.0133,-0.3129,0.0183,0.0348,0.1739,0.0827,
10:34:51:779,0.0133,-0.3129,0.0183,0.0348,0.1739,0.0827,
10:34:51:782,0.0133,-0.3129,0.0183,0.0348,0.1739,0.0827,
10:34:51:784,0.0133,-0.3129,0.0183,0.0348,0.1739,0.0827,
10:34:51:824,0.0133,-0.3129,0.0183,0.0413,0.1515,0.088,
10:34:51:827,0.0157,-0.0373,0.0599,0.0413,0.1515,0.088,
10:34:51:850,0.0157,-0.0373,0.0599,0.0922,0.0513,0.0301,
10:34:51:853,0.0157,-0.0373,0.0599,0.0922,0.0513,0.0301,
10:34:51:856,0.0157,-0.0373,0.0599,0.0922,0.0513,0.0301,
10:34:51:861,0.0157,-0.0373,0.0599,0.0922,0.0513,0.0301,
10:34:51:865,0.0157,-0.0373,0.0599,0.0922,0.0513,0.0301,
10:34:51:866,0.0304,-0.032,0.0051,0.0922,0.0513,0.0301,
10:34:51:900,0.0304,-0.032,0.0051,0.1879,-0.0721,-0.1315,
10:34:51:902,0.0094,-0.2856,-0.1585,0.1879,-0.0721,-0.1315,
10:34:51:931,0.0094,-0.2856,-0.1585,0.1879,-0.0721,-0.1315,
10:34:51:934,0.0094,-0.2856,-0.1585,0.1879,-0.0721,-0.1315,
10:34:51:936,0.0094,-0.2856,-0.1585,0.1879,-0.0721,-0.1315,
10:34:51:938,0.0094,-0.2856,-0.1585,0.1879,-0.0721,-0.1315,
10:34:51:978,0.0094,-0.2856,-0.1585,-0.0841,-0.0269,-0.0623,
10:34:51:980,0.1193,-0.7985,0.0276,-0.0841,-0.0269,-0.0623,
10:34:52:016,0.1193,-0.7985,0.0276,-0.0841,-0.0269,-0.0623,
10:34:52:018,0.1193,-0.7985,0.0276,-0.0841,-0.0269,-0.0623,
10:34:52:020,0.1193,-0.7985,0.0276,-0.0841,-0.0269,-0.0623,
10:34:52:021,0.1193,-0.7985,0.0276,-0.0841,-0.0269,-0.0623,
10:34:52:056,0.1193,-0.7985,0.0276,-0.3272,-0.1103,-0.1922,
10:34:52:060,0.0196,0.9239,-0.0398,-0.3272,-0.1103,-0.1922,
10:34:52:104,0.0196,0.9239,-0.0398,-0.0857,-0.0529,-0.0933,
10:34:52:107,0.0196,0.9239,-0.0398,-0.0857,-0.0529,-0.0933,
10:34:52:110,0.0196,0.9239,-0.0398,-0.0857,-0.0529,-0.0933,
10:34:52:112,0.0196,0.9239,-0.0398,-0.0857,-0.0529,-0.0933,
10:34:52:114,0.0196,0.9239,-0.0398,-0.0857,-0.0529,-0.0933,
10:34:52:115,0.0196,0.9239,-0.0398,-0.0857,-0.0529,-0.0933,
10:34:52:117,-0.0303,0.8997,0.0114,-0.0857,-0.0529,-0.0933,
10:34:52:153,-0.0303,0.8997,0.0114,-0.0641,-0.0362,-0.1413,
10:34:52:155,-0.0194,-0.1162,0.2045,-0.0641,-0.0362,-0.1413,
10:34:52:191,-0.0194,-0.1162,0.2045,-0.0641,-0.0362,-0.1413,
10:34:52:194,-0.0194,-0.1162,0.2045,-0.0641,-0.0362,-0.1413,
10:34:52:196,-0.0194,-0.1162,0.2045,-0.0641,-0.0362,-0.1413,
10:34:52:198,-0.0194,-0.1162,0.2045,-0.0641,-0.0362,-0.1413,
10:34:52:230,-0.0194,-0.1162,0.2045,-0.1325,0.0249,0.0102,
10:34:52:231,-0.0304,-0.1228,-0.1346,-0.1325,0.0249,0.0102,
10:34:52:278,-0.0304,-0.1228,-0.1346,-0.1158,0.0464,0.0228,
10:34:52:280,-0.0304,-0.1228,-0.1346,-0.1158,0.0464,0.0228,
10:34:52:282,-0.0304,-0.1228,-0.1346,-0.1158,0.0464,0.0228,
10:34:52:284,-0.0304,-0.1228,-0.1346,-0.1158,0.0464,0.0228,
10:34:52:285,-0.0304,-0.1228,-0.1346,-0.1158,0.0464,0.0228,
10:34:52:286,-0.0304,-0.1228,-0.1346,-0.1158,0.0464,0.0228,
10:34:52:288,-0.0198,-0.1258,-0.0707,-0.1158,0.0464,0.0228,
10:34:52:328,0.0094,-0.0565,-0.1357,-0.1158,0.0464,0.0228,
10:34:52:330,0.0094,-0.0565,-0.1357,-0.0568,0.0383,-0.002,
10:34:52:365,0.0094,-0.0565,-0.1357,-0.0568,0.0383,-0.002,
10:34:52:369,0.0094,-0.0565,-0.1357,-0.0568,0.0383,-0.002,
10:34:52:370,0.0094,-0.0565,-0.1357,-0.0568,0.0383,-0.002,
10:34:52:371,0.0094,-0.0565,-0.1357,-0.0568,0.0383,-0.002,
10:34:52:405,0.0988,-0.0182,0.1608,-0.0568,0.0383,-0.002,
10:34:52:408,0.0988,-0.0182,0.1608,-0.0478,0.0253,0.0045,
10:34:52:452,0.0988,-0.0182,0.1608,0.0039,-0.0607,0.171,
10:34:52:455,0.1963,-0.0082,0.1593,0.0039,-0.0607,0.171,
10:34:52:457,0.1963,-0.0082,0.1593,0.0039,-0.0607,0.171,
10:34:52:459,0.1963,-0.0082,0.1593,0.0039,-0.0607,0.171,
10:34:52:460,0.1963,-0.0082,0.1593,0.0039,-0.0607,0.171,
10:34:52:462,0.1963,-0.0082,0.1593,0.0039,-0.0607,0.171,
10:34:52:463,0.1963,-0.0082,0.1593,0.0039,-0.0607,0.171,
10:34:52:503,0.1963,-0.0082,0.1593,-0.0022,0.0033,0.6218,
10:34:52:507,0.1609,-0.2084,-0.2664,-0.0022,0.0033,0.6218,
10:34:52:543,0.1609,-0.2084,-0.2664,-0.0022,0.0033,0.6218,
10:34:52:546,0.1609,-0.2084,-0.2664,-0.0022,0.0033,0.6218,
10:34:52:547,0.1609,-0.2084,-0.2664,-0.0022,0.0033,0.6218,
10:34:52:548,0.1609,-0.2084,-0.2664,-0.0022,0.0033,0.6218,
10:34:52:580,0.1609,-0.2084,-0.2664,0.0075,0.1112,0.0949,
10:34:52:581,-0.1708,-0.1223,0.0011,0.0075,0.1112,0.0949,
10:34:52:617,-0.1708,-0.1223,0.0011,-0.0702,0.0505,-0.0762,
10:34:52:620,-0.1708,-0.1223,0.0011,-0.0702,0.0505,-0.0762,
10:34:52:622,-0.1708,-0.1223,0.0011,-0.0702,0.0505,-0.0762,
10:34:52:623,-0.1708,-0.1223,0.0011,-0.0702,0.0505,-0.0762,
10:34:52:625,-0.1708,-0.1223,0.0011,-0.0702,0.0505,-0.0762,
10:34:52:628,-0.2139,-0.127,0.039,-0.0702,0.0505,-0.0762,
10:34:52:658,-0.2139,-0.127,0.039,-0.1293,-0.0171,-0.1967,
10:34:52:661,-0.0518,-0.1667,0.074,-0.1293,-0.0171,-0.1967,
10:34:52:704,-0.0518,-0.1667,0.074,-0.1293,-0.0171,-0.1967,
10:34:52:707,-0.0518,-0.1667,0.074,-0.1293,-0.0171,-0.1967,
10:34:52:709,-0.0518,-0.1667,0.074,-0.1293,-0.0171,-0.1967,
10:34:52:711,-0.0518,-0.1667,0.074,-0.1293,-0.0171,-0.1967,
10:34:52:712,-0.0518,-0.1667,0.074,-0.1293,-0.0171,-0.1967,
10:34:52:755,-0.0518,-0.1667,0.074,-0.1179,-0.0855,-0.1576,
10:34:52:759,0.1039,0.1221,-0.0109,-0.1179,-0.0855,-0.1576,
10:34:52:791,0.1039,0.1221,-0.0109,-0.071,-0.0517,-0.0163,
10:34:52:797,0.1039,0.1221,-0.0109,-0.071,-0.0517,-0.0163,
10:34:52:799,0.1039,0.1221,-0.0109,-0.071,-0.0517,-0.0163,
10:34:52:801,0.1039,0.1221,-0.0109,-0.071,-0.0517,-0.0163,
10:34:52:802,0.1039,0.1221,-0.0109,-0.071,-0.0517,-0.0163,
10:34:52:803,0.0967,0.1142,0.0315,-0.071,-0.0517,-0.0163,
10:34:52:833,0.0967,0.1142,0.0315,-0.0397,-0.0187,0.0118,
10:34:52:837,0.0819,-0.1199,-0.0512,-0.0397,-0.0187,0.0118,
10:34:52:878,0.0819,-0.1199,-0.0512,-0.0397,-0.0187,0.0118,
10:34:52:880,0.0819,-0.1199,-0.0512,-0.0397,-0.0187,0.0118,
10:34:52:883,0.0819,-0.1199,-0.0512,-0.0397,-0.0187,0.0118,
10:34:52:884,0.0819,-0.1199,-0.0512,-0.0397,-0.0187,0.0118,
10:34:52:886,0.0819,-0.1199,-0.0512,-0.0397,-0.0187,0.0118,
10:34:52:929,0.0819,-0.1199,-0.0512,-0.0214,-0.0387,0.0041,
10:34:52:930,0.0959,-0.186,0.2982,-0.0214,-0.0387,0.0041,
10:34:52:945,0.0959,-0.186,0.2982,-0.0214,-0.0387,0.0041,
10:34:52:947,0.0959,-0.186,0.2982,-0.0214,-0.0387,0.0041,
10:34:52:948,0.0959,-0.186,0.2982,-0.0214,-0.0387,0.0041,
10:34:52:987,0.0959,-0.186,0.2982,0.0275,-0.0696,-0.0204,
10:34:52:988,0.121,-0.0735,0.0746,0.0275,-0.0696,-0.0204,
10:34:53:033,0.121,-0.0735,0.0746,-0.0014,-0.048,0.0509,
10:34:53:036,0.121,-0.0735,0.0746,-0.0014,-0.048,0.0509,
10:34:53:038,0.121,-0.0735,0.0746,-0.0014,-0.048,0.0509,
10:34:53:039,0.121,-0.0735,0.0746,-0.0014,-0.048,0.0509,
10:34:53:040,0.121,-0.0735,0.0746,-0.0014,-0.048,0.0509,
10:34:53:043,0.121,-0.0735,0.0746,-0.0014,-0.048,0.0509,
10:34:53:045,0.1509,-0.0702,0.0762,-0.0014,-0.048,0.0509,
10:34:53:085,0.1509,-0.0702,0.0762,0.0328,0.0004,0.0134,
10:34:53:088,-0.0269,-0.2206,-0.1991,0.0328,0.0004,0.0134,
10:34:53:122,-0.0269,-0.2206,-0.1991,0.0328,0.0004,0.0134,
10:34:53:127,-0.0269,-0.2206,-0.1991,0.0328,0.0004,0.0134,
10:34:53:129,-0.0269,-0.2206,-0.1991,0.0328,0.0004,0.0134,
10:34:53:131,-0.0269,-0.2206,-0.1991,0.0328,0.0004,0.0134,
10:34:53:163,-0.0269,-0.2206,-0.1991,0.0666,0.0485,-0.0293,
10:34:53:168,0.0713,0.2627,0.303,0.0666,0.0485,-0.0293,
10:34:53:208,0.0713,0.2627,0.303,-0.0039,-0.0509,-0.0415,
10:34:53:212,0.0713,0.2627,0.303,-0.0039,-0.0509,-0.0415,
10:34:53:213,0.0713,0.2627,0.303,-0.0039,-0.0509,-0.0415,
10:34:53:215,0.0713,0.2627,0.303,-0.0039,-0.0509,-0.0415,
10:34:53:216,0.0713,0.2627,0.303,-0.0039,-0.0509,-0.0415,
10:34:53:217,0.0713,0.2627,0.303,-0.0039,-0.0509,-0.0415,
10:34:53:219,0.0504,0.2563,0.3023,-0.0039,-0.0509,-0.0415,
10:34:53:260,0.0504,0.2563,0.3023,0.01,0.0269,-0.055,
10:34:53:263,-0.019,-0.0666,-0.2523,0.01,0.0269,-0.055,
10:34:53:278,-0.019,-0.0666,-0.2523,0.01,0.0269,-0.055,
10:34:53:281,-0.019,-0.0666,-0.2523,0.01,0.0269,-0.055,
10:34:53:284,-0.019,-0.0666,-0.2523,0.01,0.0269,-0.055,
10:34:53:318,-0.019,-0.0666,-0.2523,-0.0165,-0.002,-0.0008,
10:34:53:321,0.1112,-0.109,0.0922,-0.0165,-0.002,-0.0008,
10:34:53:364,0.1112,-0.109,0.0922,-0.0385,0.0033,-0.0183,
10:34:53:366,0.0039,-0.0293,0.123,-0.0385,0.0033,-0.0183,
10:34:53:370,0.0039,-0.0293,0.123,-0.0385,0.0033,-0.0183,
10:34:53:371,0.0039,-0.0293,0.123,-0.0385,0.0033,-0.0183,
10:34:53:373,0.0039,-0.0293,0.123,-0.0385,0.0033,-0.0183,
10:34:53:374,0.0039,-0.0293,0.123,-0.0385,0.0033,-0.0183,
10:34:53:376,0.0039,-0.0293,0.123,-0.0385,0.0033,-0.0183,
10:34:53:415,0.0039,-0.0293,0.123,-0.0332,-0.0195,-0.0892,
10:34:53:418,-0.0865,-0.0778,-0.0688,-0.0332,-0.0195,-0.0892,
10:34:53:448,-0.0865,-0.0778,-0.0688,-0.0332,-0.0195,-0.0892,
10:34:53:450,-0.0865,-0.0778,-0.0688,-0.0332,-0.0195,-0.0892,
10:34:53:451,-0.0865,-0.0778,-0.0688,-0.0332,-0.0195,-0.0892,
10:34:53:452,-0.0865,-0.0778,-0.0688,-0.0332,-0.0195,-0.0892,
10:34:53:492,-0.0865,-0.0778,-0.0688,0.0495,-0.0252,-0.1963,
10:34:53:494,-0.2501,-0.0973,-0.4201,0.0495,-0.0252,-0.1963,
10:34:53:536,-0.2501,-0.0973,-0.4201,-0.003,0.0143,-0.1161,
10:34:53:539,0.228,0.0176,0.3533,-0.003,0.0143,-0.1161,
10:34:53:543,0.228,0.0176,0.3533,-0.003,0.0143,-0.1161,
10:34:53:544,0.228,0.0176,0.3533,-0.003,0.0143,-0.1161,
10:34:53:547,0.228,0.0176,0.3533,-0.003,0.0143,-0.1161,
10:34:53:548,0.228,0.0176,0.3533,-0.003,0.0143,-0.1161,
10:34:53:549,0.228,0.0176,0.3533,-0.003,0.0143,-0.1161,
10:34:53:590,0.228,0.0176,0.3533,-0.08,0.0102,-0.1621,
10:34:53:594,-0.2426,-0.176,-0.0977,-0.08,0.0102,-0.1621,
10:34:53:607,-0.2426,-0.176,-0.0977,-0.08,0.0102,-0.1621,
10:34:53:611,-0.2426,-0.176,-0.0977,-0.08,0.0102,-0.1621,
10:34:53:613,-0.2426,-0.176,-0.0977,-0.08,0.0102,-0.1621,
10:34:53:647,-0.2426,-0.176,-0.0977,0.0043,-0.0403,-0.2224,
10:34:53:648,-0.0635,-0.0364,-0.1317,0.0043,-0.0403,-0.2224,
10:34:53:696,-0.0635,-0.0364,-0.1317,0.0043,-0.0403,-0.2224,
10:34:53:699,-0.0635,-0.0364,-0.1317,0.0043,-0.0403,-0.2224,
10:34:53:701,-0.0635,-0.0364,-0.1317,0.0043,-0.0403,-0.2224,
10:34:53:703,-0.0635,-0.0364,-0.1317,0.0043,-0.0403,-0.2224,
10:34:53:706,-0.0635,-0.0364,-0.1317,0.0043,-0.0403,-0.2224,
10:34:53:745,-0.0635,-0.0364,-0.1317,-0.0287,-0.0383,-0.1747,
10:34:53:749,0.0645,-0.0187,-0.0755,-0.0287,-0.0383,-0.1747,
10:34:53:781,0.0645,-0.0187,-0.0755,0.021,-0.0509,-0.1095,
10:34:53:784,0.0645,-0.0187,-0.0755,0.021,-0.0509,-0.1095,
10:34:53:785,0.0645,-0.0187,-0.0755,0.021,-0.0509,-0.1095,
10:34:53:787,0.0645,-0.0187,-0.0755,0.021,-0.0509,-0.1095,
10:34:53:788,0.0645,-0.0187,-0.0755,0.021,-0.0509,-0.1095,
10:34:53:790,0.0064,-0.0254,-0.0819,0.021,-0.0509,-0.1095,
10:34:53:823,0.0064,-0.0254,-0.0819,0.058,-0.0619,-0.0696,
10:34:53:826,0.0861,-0.009,-0.0535,0.058,-0.0619,-0.0696,
10:34:53:869,0.0861,-0.009,-0.0535,0.058,-0.0619,-0.0696,
10:34:53:871,0.0861,-0.009,-0.0535,0.058,-0.0619,-0.0696,
10:34:53:873,0.0861,-0.009,-0.0535,0.058,-0.0619,-0.0696,
10:34:53:874,0.0861,-0.009,-0.0535,0.058,-0.0619,-0.0696,
10:34:53:877,0.0861,-0.009,-0.0535,0.058,-0.0619,-0.0696,
10:34:53:920,0.0861,-0.009,-0.0535,0.0393,-0.0753,0.0766,
10:34:53:922,0.0871,0.0017,-0.0276,0.0393,-0.0753,0.0766,
10:34:53:957,0.0871,0.0017,-0.0276,0.0079,-0.1242,0.224,
10:34:53:961,0.2191,0.0192,-0.0221,0.0079,-0.1242,0.224,
10:34:53:962,0.2191,0.0192,-0.0221,0.0079,-0.1242,0.224,
10:34:53:964,0.2191,0.0192,-0.0221,0.0079,-0.1242,0.224,
10:34:53:966,0.2191,0.0192,-0.0221,0.0079,-0.1242,0.224,
10:34:53:967,0.2191,0.0192,-0.0221,0.0079,-0.1242,0.224,
10:34:53:998,0.2191,0.0192,-0.0221,-0.0727,-0.1348,0.3873,
10:34:54:001,0.2288,-0.0076,0.3288,-0.0727,-0.1348,0.3873,
10:34:54:044,0.2288,-0.0076,0.3288,-0.0727,-0.1348,0.3873,
10:34:54:046,0.2288,-0.0076,0.3288,-0.0727,-0.1348,0.3873,
10:34:54:047,0.2288,-0.0076,0.3288,-0.0727,-0.1348,0.3873,
10:34:54:049,0.2288,-0.0076,0.3288,-0.0727,-0.1348,0.3873,
10:34:54:050,0.2288,-0.0076,0.3288,-0.0727,-0.1348,0.3873,
10:34:54:095,0.2288,-0.0076,0.3288,-0.1912,-0.0818,0.5208,
10:34:54:097,-0.0361,-0.0999,0.0265,-0.1912,-0.0818,0.5208,
10:34:54:131,0.1705,-0.1045,0.1522,-0.1912,-0.0818,0.5208,
10:34:54:134,0.1705,-0.1045,0.1522,-0.229,0.0464,0.3771,
10:34:54:136,0.1705,-0.1045,0.1522,-0.229,0.0464,0.3771,
10:34:54:137,0.1705,-0.1045,0.1522,-0.229,0.0464,0.3771,
10:34:54:138,0.1705,-0.1045,0.1522,-0.229,0.0464,0.3771,
10:34:54:139,0.1705,-0.1045,0.1522,-0.229,0.0464,0.3771,
10:34:54:171,0.1705,-0.1045,0.1522,-0.2331,-0.0004,0.0794,
10:34:54:173,-0.3974,-0.0525,0.005,-0.2331,-0.0004,0.0794,
10:34:54:218,-0.3974,-0.0525,0.005,-0.2331,-0.0004,0.0794,
10:34:54:221,-0.3974,-0.0525,0.005,-0.2331,-0.0004,0.0794,
