time,ax,ay,az,wx,wy,wz,Unnamed: 10
10:36:51:280,-7.306,4.0351,0.8616,-0.7348,-2.2455,2.5049,
10:36:51:282,-7.306,4.0351,0.8616,-0.7348,-2.2455,2.5049,
10:36:51:284,-7.306,4.0351,0.8616,-0.7348,-2.2455,2.5049,
10:36:51:285,-7.306,4.0351,0.8616,-0.7348,-2.2455,2.5049,
10:36:51:321,-7.306,4.0351,0.8616,-0.3146,-1.9042,4.6116,
10:36:51:324,-4.0852,1.5829,0.6936,-0.3146,-1.9042,4.6116,
10:36:51:352,-4.0852,1.5829,0.6936,-0.3146,-1.9042,4.6116,
10:36:51:355,-4.0852,1.5829,0.6936,-0.3146,-1.9042,4.6116,
10:36:51:356,-4.0852,1.5829,0.6936,-0.3146,-1.9042,4.6116,
10:36:51:357,-4.0852,1.5829,0.6936,-0.3146,-1.9042,4.6116,
10:36:51:400,-4.0852,1.5829,0.6936,-0.3386,-0.9558,6.2312,
10:36:51:403,-0.1227,-3.3368,-1.5771,-0.3386,-0.9558,6.2312,
10:36:51:440,-0.1227,-3.3368,-1.5771,-0.7544,-0.6552,6.8922,
10:36:51:444,-0.1227,-3.3368,-1.5771,-0.7544,-0.6552,6.8922,
10:36:51:446,-0.1227,-3.3368,-1.5771,-0.7544,-0.6552,6.8922,
10:36:51:448,-0.1227,-3.3368,-1.5771,-0.7544,-0.6552,6.8922,
10:36:51:451,-0.1227,-3.3368,-1.5771,-0.7544,-0.6552,6.8922,
10:36:51:453,-0.1227,-3.3368,-1.5771,-0.7544,-0.6552,6.8922,
10:36:51:455,9.7722,-13.5998,-1.2416,-0.7544,-0.6552,6.8922,
10:36:51:498,9.7722,-13.5998,-1.2416,-0.7072,-0.8116,3.0543,
10:36:51:501,26.2428,-14.9985,-0.4424,-0.7072,-0.8116,3.0543,
10:36:51:528,26.2428,-14.9985,-0.4424,-0.7072,-0.8116,3.0543,
10:36:51:533,26.2428,-14.9985,-0.4424,-0.7072,-0.8116,3.0543,
10:36:51:535,26.2428,-14.9985,-0.4424,-0.7072,-0.8116,3.0543,
10:36:51:537,26.2428,-14.9985,-0.4424,-0.7072,-0.8116,3.0543,
10:36:51:574,26.2428,-14.9985,-0.4424,-0.225,-0.4638,-2.4479,
10:36:51:577,15.577,-7.723,0.6288,-0.225,-0.4638,-2.4479,
10:36:51:613,15.577,-7.723,0.6288,-0.225,-0.4638,-2.4479,
10:36:51:617,15.577,-7.723,0.6288,-0.225,-0.4638,-2.4479,
10:36:51:622,15.577,-7.723,0.6288,-0.225,-0.4638,-2.4479,
10:36:51:625,15.577,-7.723,0.6288,-0.225,-0.4638,-2.4479,
10:36:51:651,15.577,-7.723,0.6288,0.0544,-0.1136,-2.7753,
10:36:51:654,11.1053,-4.1798,-1.5833,0.0544,-0.1136,-2.7753,
10:36:51:683,9.288,-3.8768,-1.3008,0.0544,-0.1136,-2.7753,
10:36:51:687,9.288,-3.8768,-1.3008,-0.4241,0.3572,-2.9932,
10:36:51:689,9.288,-3.8768,-1.3008,-0.4241,0.3572,-2.9932,
10:36:51:690,9.288,-3.8768,-1.3008,-0.4241,0.3572,-2.9932,
10:36:51:693,9.288,-3.8768,-1.3008,-0.4241,0.3572,-2.9932,
10:36:51:695,9.288,-3.8768,-1.3008,-0.4241,0.3572,-2.9932,
10:36:51:730,9.288,-3.8768,-1.3008,-0.1289,0.6936,-1.3419,
10:36:51:734,0.7774,-0.4097,0.5063,-0.1289,0.6936,-1.3419,
10:36:51:769,0.7774,-0.4097,0.5063,-0.1289,0.6936,-1.3419,
10:36:51:771,0.7774,-0.4097,0.5063,-0.1289,0.6936,-1.3419,
10:36:51:772,0.7774,-0.4097,0.5063,-0.1289,0.6936,-1.3419,
10:36:51:773,0.7774,-0.4097,0.5063,-0.1289,0.6936,-1.3419,
10:36:51:774,0.7774,-0.4097,0.5063,-0.1289,0.6936,-1.3419,
10:36:51:826,0.7774,-0.4097,0.5063,0.0723,0.3698,-0.9481,
10:36:51:829,-0.0956,-0.1337,0.0464,0.0723,0.3698,-0.9481,
10:36:51:859,-0.0956,-0.1337,0.0464,0.1338,0.1959,-0.832,
10:36:51:862,-0.0956,-0.1337,0.0464,0.1338,0.1959,-0.832,
10:36:51:865,-0.0956,-0.1337,0.0464,0.1338,0.1959,-0.832,
10:36:51:867,-0.0956,-0.1337,0.0464,0.1338,0.1959,-0.832,
10:36:51:870,-0.0956,-0.1337,0.0464,0.1338,0.1959,-0.832,
10:36:51:871,-0.5727,-0.1544,-0.0364,0.1338,0.1959,-0.832,
10:36:51:905,-0.6344,-0.0933,-0.4907,0.1338,0.1959,-0.832,
10:36:51:908,-0.6344,-0.0933,-0.4907,0.1053,0.3132,-0.6662,
10:36:51:927,-0.6344,-0.0933,-0.4907,0.1053,0.3132,-0.6662,
10:36:51:930,-0.6344,-0.0933,-0.4907,0.1053,0.3132,-0.6662,
10:36:51:932,-0.6344,-0.0933,-0.4907,0.1053,0.3132,-0.6662,
10:36:51:934,-0.6344,-0.0933,-0.4907,0.1053,0.3132,-0.6662,
10:36:51:982,-0.6344,-0.0933,-0.4907,0.1232,0.312,-0.7216,
10:36:51:985,-0.834,-0.5647,0.2526,0.1232,0.312,-0.7216,
10:36:52:015,-0.834,-0.5647,0.2526,0.1232,0.312,-0.7216,
10:36:52:018,-0.834,-0.5647,0.2526,0.1232,0.312,-0.7216,
10:36:52:020,-0.834,-0.5647,0.2526,0.1232,0.312,-0.7216,
10:36:52:021,-0.834,-0.5647,0.2526,0.1232,0.312,-0.7216,
10:36:52:060,-0.834,-0.5647,0.2526,0.2356,0.3572,-0.92,
10:36:52:064,-2.2998,-3.3786,-0.4138,0.2356,0.3572,-0.92,
10:36:52:100,-2.2998,-3.3786,-0.4138,0.5272,0.5062,-1.7886,
10:36:52:103,-2.2998,-3.3786,-0.4138,0.5272,0.5062,-1.7886,
10:36:52:105,-2.2998,-3.3786,-0.4138,0.5272,0.5062,-1.7886,
10:36:52:108,-2.2998,-3.3786,-0.4138,0.5272,0.5062,-1.7886,
10:36:52:110,-2.2998,-3.3786,-0.4138,0.5272,0.5062,-1.7886,
10:36:52:112,-2.2998,-3.3786,-0.4138,0.5272,0.5062,-1.7886,
10:36:52:114,-3.2607,-3.5627,-0.7689,0.5272,0.5062,-1.7886,
10:36:52:156,-3.2607,-3.5627,-0.7689,0.8802,0.538,-2.8544,
10:36:52:158,-4.7921,-4.7648,-2.2572,0.8802,0.538,-2.8544,
10:36:52:187,-4.7921,-4.7648,-2.2572,0.8802,0.538,-2.8544,
10:36:52:190,-4.7921,-4.7648,-2.2572,0.8802,0.538,-2.8544,
10:36:52:192,-4.7921,-4.7648,-2.2572,0.8802,0.538,-2.8544,
10:36:52:196,-4.7921,-4.7648,-2.2572,0.8802,0.538,-2.8544,
10:36:52:235,-4.7921,-4.7648,-2.2572,0.6098,1.7051,-3.1138,
10:36:52:238,-16.7577,-13.2959,-6.6146,0.6098,1.7051,-3.1138,
10:36:52:273,-16.7577,-13.2959,-6.6146,0.1888,2.3001,-2.1787,
10:36:52:275,-16.7577,-13.2959,-6.6146,0.1888,2.3001,-2.1787,
10:36:52:279,-16.7577,-13.2959,-6.6146,0.1888,2.3001,-2.1787,
10:36:52:282,-16.7577,-13.2959,-6.6146,0.1888,2.3001,-2.1787,
10:36:52:284,-16.7577,-13.2959,-6.6146,0.1888,2.3001,-2.1787,
10:36:52:285,-17.4335,-13.9025,-7.4724,0.1888,2.3001,-2.1787,
10:36:52:312,-0.9027,2.4506,-1.5219,0.1888,2.3001,-2.1787,
10:36:52:316,-0.9027,2.4506,-1.5219,-0.1085,0.902,-0.9232,
10:36:52:346,-0.9027,2.4506,-1.5219,-0.1085,0.902,-0.9232,
10:36:52:349,-0.9027,2.4506,-1.5219,-0.1085,0.902,-0.9232,
10:36:52:350,-0.9027,2.4506,-1.5219,-0.1085,0.902,-0.9232,
10:36:52:351,-0.9027,2.4506,-1.5219,-0.1085,0.902,-0.9232,
10:36:52:390,-0.9027,2.4506,-1.5219,-0.4824,-1.9629,1.4025,
10:36:52:395,-13.0542,3.9991,0.7113,-0.4824,-1.9629,1.4025,
10:36:52:429,-13.0542,3.9991,0.7113,-0.4824,-1.9629,1.4025,
10:36:52:433,-13.0542,3.9991,0.7113,-0.4824,-1.9629,1.4025,
10:36:52:435,-13.0542,3.9991,0.7113,-0.4824,-1.9629,1.4025,
10:36:52:437,-13.0542,3.9991,0.7113,-0.4824,-1.9629,1.4025,
10:36:52:468,-13.0542,3.9991,0.7113,-0.3467,-2.6812,3.4412,
10:36:52:471,-5.9073,-0.4466,-0.9778,-0.3467,-2.6812,3.4412,
10:36:52:516,-5.9073,-0.4466,-0.9778,-0.0438,-1.7352,5.1202,
10:36:52:518,-5.9073,-0.4466,-0.9778,-0.0438,-1.7352,5.1202,
10:36:52:520,-5.9073,-0.4466,-0.9778,-0.0438,-1.7352,5.1202,
10:36:52:521,-5.9073,-0.4466,-0.9778,-0.0438,-1.7352,5.1202,
10:36:52:522,-5.9073,-0.4466,-0.9778,-0.0438,-1.7352,5.1202,
10:36:52:523,-5.9073,-0.4466,-0.9778,-0.0438,-1.7352,5.1202,
10:36:52:523,-3.0322,0.4759,-0.6087,-0.0438,-1.7352,5.1202,
10:36:52:564,-3.0322,0.4759,-0.6087,-0.2995,-0.54,6.5904,
10:36:52:568,2.2111,-5.9517,-1.8253,-0.2995,-0.54,6.5904,
10:36:52:588,2.2111,-5.9517,-1.8253,-0.2995,-0.54,6.5904,
10:36:52:593,2.2111,-5.9517,-1.8253,-0.2995,-0.54,6.5904,
10:36:52:598,2.2111,-5.9517,-1.8253,-0.2995,-0.54,6.5904,
10:36:52:602,2.2111,-5.9517,-1.8253,-0.2995,-0.54,6.5904,
10:36:52:642,2.2111,-5.9517,-1.8253,-0.8367,-0.4276,6.1408,
10:36:52:644,27.9521,-10.6054,0.8449,-0.8367,-0.4276,6.1408,
10:36:52:688,27.9521,-10.6054,0.8449,-0.4571,-0.4573,0.8959,
10:36:52:691,27.9521,-10.6054,0.8449,-0.4571,-0.4573,0.8959,
10:36:52:693,27.9521,-10.6054,0.8449,-0.4571,-0.4573,0.8959,
10:36:52:698,27.9521,-10.6054,0.8449,-0.4571,-0.4573,0.8959,
10:36:52:700,27.9521,-10.6054,0.8449,-0.4571,-0.4573,0.8959,
10:36:52:701,27.9597,-10.7435,0.9019,-0.4571,-0.4573,0.8959,
10:36:52:720,27.9597,-10.7435,0.9019,-0.2156,-0.5534,-2.4781,
10:36:52:723,0.8782,-5.8017,2.1,-0.2156,-0.5534,-2.4781,
10:36:52:763,0.8782,-5.8017,2.1,-0.2156,-0.5534,-2.4781,
10:36:52:765,0.8782,-5.8017,2.1,-0.2156,-0.5534,-2.4781,
10:36:52:767,0.8782,-5.8017,2.1,-0.2156,-0.5534,-2.4781,
10:36:52:769,0.8782,-5.8017,2.1,-0.2156,-0.5534,-2.4781,
10:36:52:770,0.8782,-5.8017,2.1,-0.2156,-0.5534,-2.4781,
10:36:52:816,0.8782,-5.8017,2.1,-0.1769,-0.1181,-3.5772,
10:36:52:818,5.1244,-1.7749,1.4832,-0.1769,-0.1181,-3.5772,
10:36:52:849,5.1244,-1.7749,1.4832,-0.0967,0.9403,-2.2667,
10:36:52:852,5.1244,-1.7749,1.4832,-0.0967,0.9403,-2.2667,
10:36:52:853,5.1244,-1.7749,1.4832,-0.0967,0.9403,-2.2667,
10:36:52:854,5.1244,-1.7749,1.4832,-0.0967,0.9403,-2.2667,
10:36:52:855,5.1244,-1.7749,1.4832,-0.0967,0.9403,-2.2667,
10:36:52:856,3.715,-1.6398,1.5483,-0.0967,0.9403,-2.2667,
10:36:52:894,0.2484,-0.7086,0.5239,-0.0967,0.9403,-2.2667,
10:36:52:895,0.2484,-0.7086,0.5239,-0.0772,0.2704,-1.392,
10:36:52:916,0.2484,-0.7086,0.5239,-0.0772,0.2704,-1.392,
10:36:52:917,0.2484,-0.7086,0.5239,-0.0772,0.2704,-1.392,
10:36:52:919,0.2484,-0.7086,0.5239,-0.0772,0.2704,-1.392,
10:36:52:920,0.2484,-0.7086,0.5239,-0.0772,0.2704,-1.392,
10:36:52:973,0.2484,-0.7086,0.5239,0.1611,0.2668,-0.6072,
10:36:52:976,-0.2689,-0.062,-0.5911,0.1611,0.2668,-0.6072,
10:36:53:005,-0.2689,-0.062,-0.5911,0.1611,0.2668,-0.6072,
10:36:53:008,-0.2689,-0.062,-0.5911,0.1611,0.2668,-0.6072,
10:36:53:011,-0.2689,-0.062,-0.5911,0.1611,0.2668,-0.6072,
10:36:53:013,-0.2689,-0.062,-0.5911,0.1611,0.2668,-0.6072,
10:36:53:050,-0.2689,-0.062,-0.5911,0.1484,0.1821,-0.3857,
10:36:53:053,-0.1544,-0.1601,-0.3321,0.1484,0.1821,-0.3857,
10:36:53:091,-0.1544,-0.1601,-0.3321,0.1521,0.3018,-0.1894,
10:36:53:095,-0.2937,-0.15,-0.429,0.1521,0.3018,-0.1894,
10:36:53:097,-0.2937,-0.15,-0.429,0.1521,0.3018,-0.1894,
10:36:53:099,-0.2937,-0.15,-0.429,0.1521,0.3018,-0.1894,
10:36:53:101,-0.2937,-0.15,-0.429,0.1521,0.3018,-0.1894,
10:36:53:102,-0.2937,-0.15,-0.429,0.1521,0.3018,-0.1894,
10:36:53:103,-0.2937,-0.15,-0.429,0.1521,0.3018,-0.1894,
10:36:53:147,-0.2937,-0.15,-0.429,0.1049,0.2977,-0.5416,
10:36:53:150,-0.7831,-0.6699,-0.1718,0.1049,0.2977,-0.5416,
10:36:53:179,-0.7831,-0.6699,-0.1718,0.1049,0.2977,-0.5416,
10:36:53:183,-0.7831,-0.6699,-0.1718,0.1049,0.2977,-0.5416,
10:36:53:185,-0.7831,-0.6699,-0.1718,0.1049,0.2977,-0.5416,
10:36:53:187,-0.7831,-0.6699,-0.1718,0.1049,0.2977,-0.5416,
10:36:53:225,-1.9629,-4.2895,0.9454,0.1049,0.2977,-0.5416,
10:36:53:230,-1.9629,-4.2895,0.9454,0.2938,0.6068,-1.2885,
10:36:53:266,-3.1672,-4.5526,0.5299,0.2938,0.6068,-1.2885,
10:36:53:270,-3.1672,-4.5526,0.5299,0.677,0.3103,-2.3376,
10:36:53:272,-3.1672,-4.5526,0.5299,0.677,0.3103,-2.3376,
10:36:53:273,-3.1672,-4.5526,0.5299,0.677,0.3103,-2.3376,
10:36:53:277,-3.1672,-4.5526,0.5299,0.677,0.3103,-2.3376,
10:36:53:279,-3.1672,-4.5526,0.5299,0.677,0.3103,-2.3376,
10:36:53:281,-3.1672,-4.5526,0.5299,0.677,0.3103,-2.3376,
10:36:53:321,-3.1672,-4.5526,0.5299,0.9556,0.9171,-2.6344,
10:36:53:324,-4.9554,-5.0267,-4.6724,0.9556,0.9171,-2.6344,
10:36:53:353,-4.9554,-5.0267,-4.6724,0.9556,0.9171,-2.6344,
10:36:53:357,-4.9554,-5.0267,-4.6724,0.9556,0.9171,-2.6344,
10:36:53:360,-4.9554,-5.0267,-4.6724,0.9556,0.9171,-2.6344,
10:36:53:362,-4.9554,-5.0267,-4.6724,0.9556,0.9171,-2.6344,
10:36:53:400,-4.9554,-5.0267,-4.6724,0.4046,1.9951,-3.0543,
10:36:53:403,-19.0395,-9.3085,-5.6601,0.4046,1.9951,-3.0543,
10:36:53:445,-19.0395,-9.3085,-5.6601,0.1529,2.7794,-1.3573,
10:36:53:450,-19.2457,-9.6485,-6.6528,0.1529,2.7794,-1.3573,
10:36:53:453,-19.2457,-9.6485,-6.6528,0.1529,2.7794,-1.3573,
10:36:53:455,-19.2457,-9.6485,-6.6528,0.1529,2.7794,-1.3573,
10:36:53:457,-19.2457,-9.6485,-6.6528,0.1529,2.7794,-1.3573,
10:36:53:461,-19.2457,-9.6485,-6.6528,0.1529,2.7794,-1.3573,
10:36:53:463,-19.2457,-9.6485,-6.6528,0.1529,2.7794,-1.3573,
10:36:53:496,1.5725,2.6953,-1.2623,0.1529,2.7794,-1.3573,
10:36:53:499,1.5725,2.6953,-1.2623,-0.328,0.3091,-0.6691,
10:36:53:530,1.5725,2.6953,-1.2623,-0.328,0.3091,-0.6691,
10:36:53:533,1.5725,2.6953,-1.2623,-0.328,0.3091,-0.6691,
10:36:53:536,1.5725,2.6953,-1.2623,-0.328,0.3091,-0.6691,
10:36:53:539,1.5725,2.6953,-1.2623,-0.328,0.3091,-0.6691,
10:36:53:574,1.5725,2.6953,-1.2623,-0.7548,-2.7757,0.9191,
10:36:53:576,-6.3107,2.6981,-0.9981,-0.7548,-2.7757,0.9191,
10:36:53:614,-6.3107,2.6981,-0.9981,-0.6746,-2.1185,3.3838,
10:36:53:617,-6.3107,2.6981,-0.9981,-0.6746,-2.1185,3.3838,
10:36:53:618,-6.3107,2.6981,-0.9981,-0.6746,-2.1185,3.3838,
10:36:53:619,-6.3107,2.6981,-0.9981,-0.6746,-2.1185,3.3838,
10:36:53:620,-6.3107,2.6981,-0.9981,-0.6746,-2.1185,3.3838,
10:36:53:621,-6.3107,2.6981,-0.9981,-0.6746,-2.1185,3.3838,
10:36:53:621,-4.5616,3.6233,-0.0311,-0.6746,-2.1185,3.3838,
10:36:53:671,-4.5616,3.6233,-0.0311,-0.712,-0.8462,5.1988,
10:36:53:675,-2.8954,0.3675,-0.8511,-0.712,-0.8462,5.1988,
10:36:53:690,-2.8954,0.3675,-0.8511,-0.712,-0.8462,5.1988,
10:36:53:695,-2.8954,0.3675,-0.8511,-0.712,-0.8462,5.1988,
10:36:53:697,-2.8954,0.3675,-0.8511,-0.712,-0.8462,5.1988,
10:36:53:729,-2.8954,0.3675,-0.8511,-1.0407,-0.36,6.5138,
10:36:53:731,1.1117,-6.9681,0.1409,-1.0407,-0.36,6.5138,
10:36:53:775,1.1117,-6.9681,0.1409,-0.9902,-1.3386,5.8846,
10:36:53:780,1.1117,-6.9681,0.1409,-0.9902,-1.3386,5.8846,
10:36:53:782,1.1117,-6.9681,0.1409,-0.9902,-1.3386,5.8846,
10:36:53:784,1.1117,-6.9681,0.1409,-0.9902,-1.3386,5.8846,
10:36:53:785,1.1117,-6.9681,0.1409,-0.9902,-1.3386,5.8846,
10:36:53:787,1.1117,-6.9681,0.1409,-0.9902,-1.3386,5.8846,
10:36:53:789,14.7066,-17.418,1.6329,-0.9902,-1.3386,5.8846,
10:36:53:827,14.7066,-17.418,1.6329,-0.6567,-1.6782,0.0248,
10:36:53:831,26.5242,-10.1671,1.713,-0.6567,-1.6782,0.0248,
10:36:53:862,26.5242,-10.1671,1.713,-0.6567,-1.6782,0.0248,
10:36:53:865,26.5242,-10.1671,1.713,-0.6567,-1.6782,0.0248,
10:36:53:867,26.5242,-10.1671,1.713,-0.6567,-1.6782,0.0248,
10:36:53:868,26.5242,-10.1671,1.713,-0.6567,-1.6782,0.0248,
10:36:53:905,26.5242,-10.1671,1.713,-0.1179,-0.946,-3.005,
10:36:53:908,0.9645,-6.1851,1.7886,-0.1179,-0.946,-3.005,
10:36:53:949,0.9645,-6.1851,1.7886,-0.0283,0.4484,-3.5784,
10:36:53:951,8.4871,-4.5041,-0.514,-0.0283,0.4484,-3.5784,
10:36:53:954,8.4871,-4.5041,-0.514,-0.0283,0.4484,-3.5784,
10:36:53:954,8.4871,-4.5041,-0.514,-0.0283,0.4484,-3.5784,
10:36:53:955,8.4871,-4.5041,-0.514,-0.0283,0.4484,-3.5784,
10:36:53:957,8.4871,-4.5041,-0.514,-0.0283,0.4484,-3.5784,
10:36:53:957,8.4871,-4.5041,-0.514,-0.0283,0.4484,-3.5784,
10:36:54:001,8.4871,-4.5041,-0.514,-0.1472,0.7563,-1.8595,
10:36:54:003,0.8773,-0.1542,0.3681,-0.1472,0.7563,-1.8595,
10:36:54:037,0.8773,-0.1542,0.3681,-0.1472,0.7563,-1.8595,
10:36:54:040,0.8773,-0.1542,0.3681,-0.1472,0.7563,-1.8595,
10:36:54:042,0.8773,-0.1542,0.3681,-0.1472,0.7563,-1.8595,
10:36:54:045,0.8773,-0.1542,0.3681,-0.1472,0.7563,-1.8595,
10:36:54:080,0.3068,-0.2816,0.0555,-0.1472,0.7563,-1.8595,
10:36:54:083,0.3068,-0.2816,0.0555,-0.1069,0.2908,-0.8458,
10:36:54:124,0.3068,-0.2816,0.0555,-0.0051,0.402,-0.4264,
10:36:54:129,-0.5169,-0.3568,-0.5628,-0.0051,0.402,-0.4264,
10:36:54:131,-0.5169,-0.3568,-0.5628,-0.0051,0.402,-0.4264,
10:36:54:132,-0.5169,-0.3568,-0.5628,-0.0051,0.402,-0.4264,
10:36:54:134,-0.5169,-0.3568,-0.5628,-0.0051,0.402,-0.4264,
10:36:54:136,-0.5169,-0.3568,-0.5628,-0.0051,0.402,-0.4264,
10:36:54:139,-0.5169,-0.3568,-0.5628,-0.0051,0.402,-0.4264,
10:36:54:176,-0.5169,-0.3568,-0.5628,0.0955,0.3099,-0.6255,
10:36:54:179,-0.681,-0.306,-0.4402,0.0955,0.3099,-0.6255,
10:36:54:211,-0.681,-0.306,-0.4402,0.0955,0.3099,-0.6255,
10:36:54:215,-0.681,-0.306,-0.4402,0.0955,0.3099,-0.6255,
10:36:54:217,-0.681,-0.306,-0.4402,0.0955,0.3099,-0.6255,
10:36:54:219,-0.681,-0.306,-0.4402,0.0955,0.3099,-0.6255,
10:36:54:254,-0.6033,-0.2614,-0.2894,0.0955,0.3099,-0.6255,
10:36:54:257,-0.6033,-0.2614,-0.2894,0.1317,0.2431,-0.7013,
10:36:54:298,-0.6033,-0.2614,-0.2894,0.113,0.2558,-0.7037,
10:36:54:302,-0.6033,-0.2614,-0.2894,0.113,0.2558,-0.7037,
10:36:54:304,-0.6033,-0.2614,-0.2894,0.113,0.2558,-0.7037,
10:36:54:306,-0.6033,-0.2614,-0.2894,0.113,0.2558,-0.7037,
10:36:54:307,-0.6033,-0.2614,-0.2894,0.113,0.2558,-0.7037,
10:36:54:309,-0.6033,-0.2614,-0.2894,0.113,0.2558,-0.7037,
10:36:54:311,-0.5263,-0.4613,-0.2823,0.113,0.2558,-0.7037,
10:36:54:352,-0.5263,-0.4613,-0.2823,0.2376,0.5042,-1.0181,
10:36:54:355,-2.2111,-1.975,-1.2515,0.2376,0.5042,-1.0181,
10:36:54:386,-2.2111,-1.975,-1.2515,0.2376,0.5042,-1.0181,
10:36:54:390,-2.2111,-1.975,-1.2515,0.2376,0.5042,-1.0181,
10:36:54:394,-2.2111,-1.975,-1.2515,0.2376,0.5042,-1.0181,
10:36:54:397,-2.2111,-1.975,-1.2515,0.2376,0.5042,-1.0181,
10:36:54:429,-2.2111,-1.975,-1.2515,0.5858,0.3657,-2.1796,
10:36:54:434,-3.3281,-4.3061,0.2232,0.5858,0.3657,-2.1796,
10:36:54:462,-3.3281,-4.3061,0.2232,0.5858,0.3657,-2.1796,
10:36:54:467,-3.3281,-4.3061,0.2232,0.5858,0.3657,-2.1796,
10:36:54:470,-3.3281,-4.3061,0.2232,0.5858,0.3657,-2.1796,
10:36:54:473,-3.3281,-4.3061,0.2232,0.5858,0.3657,-2.1796,
10:36:54:507,-3.3281,-4.3061,0.2232,0.9169,0.808,-2.742,
10:36:54:511,-7.2374,-11.0732,-6.6016,0.9169,0.808,-2.742,
10:36:54:548,-7.2374,-11.0732,-6.6016,0.425,1.9128,-3.1508,
10:36:54:551,-7.2374,-11.0732,-6.6016,0.425,1.9128,-3.1508,
10:36:54:552,-7.2374,-11.0732,-6.6016,0.425,1.9128,-3.1508,
10:36:54:553,-7.2374,-11.0732,-6.6016,0.425,1.9128,-3.1508,
10:36:54:554,-7.2374,-11.0732,-6.6016,0.425,1.9128,-3.1508,
10:36:54:554,-7.2374,-11.0732,-6.6016,0.425,1.9128,-3.1508,
10:36:54:555,-8.6398,-11.8999,-7.3218,0.425,1.9128,-3.1508,
10:36:54:603,-8.6398,-11.8999,-7.3218,0.1195,2.7481,-1.4693,
10:36:54:606,-20.0059,-10.9982,-6.4262,0.1195,2.7481,-1.4693,
10:36:54:645,-20.0059,-10.9982,-6.4262,0.1195,2.7481,-1.4693,
10:36:54:649,-20.0059,-10.9982,-6.4262,0.1195,2.7481,-1.4693,
10:36:54:651,-20.0059,-10.9982,-6.4262,0.1195,2.7481,-1.4693,
10:36:54:652,-20.0059,-10.9982,-6.4262,0.1195,2.7481,-1.4693,
10:36:54:681,-20.0059,-10.9982,-6.4262,-0.3353,0.5506,-0.7151,
10:36:54:684,-11.7513,4.3254,-0.7581,-0.3353,0.5506,-0.7151,
10:36:54:722,-11.7513,4.3254,-0.7581,-0.7837,-2.4003,1.0474,
10:36:54:726,-11.7513,4.3254,-0.7581,-0.7837,-2.4003,1.0474,
10:36:54:728,-11.7513,4.3254,-0.7581,-0.7837,-2.4003,1.0474,
10:36:54:731,-11.7513,4.3254,-0.7581,-0.7837,-2.4003,1.0474,
10:36:54:733,-11.7513,4.3254,-0.7581,-0.7837,-2.4003,1.0474,
10:36:54:735,-11.7513,4.3254,-0.7581,-0.7837,-2.4003,1.0474,
10:36:54:736,-11.1073,4.6386,0.4666,-0.7837,-2.4003,1.0474,
10:36:54:778,-11.1073,4.6386,0.4666,-0.6615,-2.1795,3.3878,
10:36:54:781,-4.8939,3.1921,1.1647,-0.6615,-2.1795,3.3878,
10:36:54:827,-4.8939,3.1921,1.1647,-0.6615,-2.1795,3.3878,
10:36:54:829,-4.8939,3.1921,1.1647,-0.6615,-2.1795,3.3878,
10:36:54:830,-4.8939,3.1921,1.1647,-0.6615,-2.1795,3.3878,
10:36:54:831,-4.8939,3.1921,1.1647,-0.6615,-2.1795,3.3878,
10:36:54:856,-4.8939,3.1921,1.1647,-0.5414,-1.084,5.0131,
10:36:54:858,-2.0364,-5.33,0.3202,-0.5414,-1.084,5.0131,
10:36:54:896,-2.0364,-5.33,0.3202,-0.7088,-0.4435,6.3652,
10:36:54:899,1.347,-5.3513,0.6922,-0.7088,-0.4435,6.3652,
10:36:54:901,1.347,-5.3513,0.6922,-0.7088,-0.4435,6.3652,
10:36:54:902,1.347,-5.3513,0.6922,-0.7088,-0.4435,6.3652,
10:36:54:903,1.347,-5.3513,0.6922,-0.7088,-0.4435,6.3652,
10:36:54:905,1.347,-5.3513,0.6922,-0.7088,-0.4435,6.3652,
10:36:54:906,1.347,-5.3513,0.6922,-0.7088,-0.4435,6.3652,
10:36:54:954,1.347,-5.3513,0.6922,-0.6575,-1.5117,6.0602,
10:36:54:956,12.8542,-17.5083,-0.3902,-0.6575,-1.5117,6.0602,
10:36:54:983,12.8542,-17.5083,-0.3902,-0.6575,-1.5117,6.0602,
10:36:54:986,12.8542,-17.5083,-0.3902,-0.6575,-1.5117,6.0602,
10:36:54:989,12.8542,-17.5083,-0.3902,-0.6575,-1.5117,6.0602,
10:36:54:991,12.8542,-17.5083,-0.3902,-0.6575,-1.5117,6.0602,
10:36:55:030,12.8542,-17.5083,-0.3902,-0.5744,-1.0478,1.0478,
10:36:55:033,6.3474,-6.0041,2.9126,-0.5744,-1.0478,1.0478,
10:36:55:071,6.3474,-6.0041,2.9126,-0.1256,-0.6817,-2.8931,
10:36:55:074,6.3474,-6.0041,2.9126,-0.1256,-0.6817,-2.8931,
10:36:55:076,6.3474,-6.0041,2.9126,-0.1256,-0.6817,-2.8931,
10:36:55:078,6.3474,-6.0041,2.9126,-0.1256,-0.6817,-2.8931,
10:36:55:082,6.3474,-6.0041,2.9126,-0.1256,-0.6817,-2.8931,
10:36:55:084,6.3474,-6.0041,2.9126,-0.1256,-0.6817,-2.8931,
10:36:55:088,4.9955,-5.1579,2.7322,-0.1256,-0.6817,-2.8931,
10:36:55:127,4.9955,-5.1579,2.7322,-0.1659,0.1075,-3.5511,
